gene ID,gene name,eye-1,eye-2,eye-3,wing-1,wing-3,wing-4
FBgn0015574,alpha-Est6,0,0,0,0,0,4
FBgn0027934,alpha-Est4aPsi,0,0,0,0,0,0
FBgn0015831,Rtnl2,5,2,5,0,7,6
FBgn0003885,alphaTub84D,3171,3209,2851,3608,3935,7793
FBgn0261393,alpha-Est5,4,4,6,8,3,14
FBgn0015572,alpha-Est4,29,20,19,15,13,45
FBgn0015571,alpha-Est3,190,174,159,196,152,323
FBgn0015570,alpha-Est2,1,0,0,0,0,1
FBgn0015568,alpha-Est1,0,1,0,0,0,1
FBgn0267105,CG45545,0,0,0,0,0,0
FBgn0083963,CG34127,70,75,63,0,0,0
FBgn0265420,CR44332,0,0,2,0,0,0
FBgn0051146,Nlg1,2,2,0,101,92,247
FBgn0265200,CR44260,0,0,0,0,0,0
FBgn0037512,CG2616,0,0,0,0,0,0
FBgn0262899,CG43254,0,0,0,0,0,0
FBgn0266240,CR44935,0,0,0,0,0,0
FBgn0037513,pyd3,8,9,15,5,0,7
FBgn0037514,CG10919,0,0,0,0,0,0
FBgn0037515,Sp7,70,86,62,47,62,117
FBgn0037516,CG11286,0,0,0,0,0,0
FBgn0042104,CG18747,0,0,2,0,0,2
FBgn0042102,CG18745,0,0,0,0,0,0
FBgn0042105,CG18748,0,0,0,0,0,0
FBgn0042103,CG18746,0,0,0,0,0,0
FBgn0037517,CG10086,0,0,0,0,0,0
FBgn0037518,CG2641,71,61,57,69,80,91
FBgn0042101,CG18744,0,0,0,0,0,0
FBgn0037519,CG3014,0,0,0,0,0,0
FBgn0037520,CG18268,0,0,0,0,0,0
FBgn0037521,CG2993,0,2,2,0,1,0
FBgn0051472,sgll,896,939,814,1125,1082,2313
FBgn0051473,CG31473,33,32,48,55,51,97
FBgn0085413,CG34384,16,36,19,0,1,0
FBgn0037525,CG17816,3508,2889,2797,283,339,880
FBgn0037526,CG10092,332,366,311,308,255,720
FBgn0037529,mRpS9,924,974,849,1000,991,2170
FBgn0260005,wtrw,70,106,60,88,123,288
FBgn0037530,CG2943,2449,2500,2322,2146,2461,4483
FBgn0024909,Taf7,508,581,478,519,457,1067
FBgn0004901,Prat,1369,1404,1226,1516,1579,2820
FBgn0014930,CG2846,379,364,361,443,350,854
FBgn0014931,CG2678,32,30,30,33,21,56
FBgn0037531,CG10445,218,264,281,218,163,424
FBgn0002542,lds,2376,2594,2318,2321,2760,5186
FBgn0261453,scaRNA:MeU2-C41,0,0,0,0,0,0
FBgn0000504,dsx,1151,1036,1240,1008,1186,2097
FBgn0037533,CD98hc,6078,6277,5777,9674,10540,20148
FBgn0010401,Os-C,97,107,93,101,112,165
FBgn0259974,Sfp84E,1,14,11,3,0,0
FBgn0037534,CG2781,159,149,184,10,21,57
FBgn0037535,CG14463,214,140,135,204,192,378
FBgn0266598,Kmn2,393,566,439,629,496,1236
FBgn0037536,CG2698,1524,1774,1559,1420,1470,2931
FBgn0037537,CG2767,3900,3841,3207,4016,3899,7955
FBgn0040524,CG11052,0,0,1,1,1,1
FBgn0037538,CG3223,828,764,652,826,913,1688
FBgn0037539,CG10435,467,501,444,426,460,1015
FBgn0037540,Pbp95,241,231,228,221,196,514
FBgn0037541,CG2747,4446,4248,3669,2750,2961,6079
FBgn0001255,ImpE3,4935,3618,3157,2493,3358,7028
FBgn0037543,CG10903,391,392,359,462,490,931
FBgn0037544,CG11035,125,85,89,92,89,138
FBgn0010812,unc-45,1724,1552,1393,1721,1712,3445
FBgn0266241,CR44936,6,2,2,2,0,0
FBgn0262362,CG43060,0,5,0,2,0,0
FBgn0263596,CG43618,0,0,0,0,0,0
FBgn0262363,CG43061,0,0,0,0,0,0
FBgn0037546,mAChR-B,1,1,0,3,0,0
FBgn0086052,snoRNA:Me18S-G423,0,0,0,0,0,0
FBgn0037547,CG7910,0,0,0,0,0,0
FBgn0265418,CR44330,0,0,0,0,0,0
FBgn0037548,CG7900,551,714,647,393,521,851
FBgn0243512,puc,757,716,693,536,657,1125
FBgn0265419,CR44331,6,1,0,0,0,1
FBgn0037549,CG7878,2355,2449,2222,2002,1938,4040
FBgn0037550,CG9667,682,686,627,775,767,1447
FBgn0037551,Gie,746,700,704,730,682,1134
FBgn0051583,tRNA:N5:84F,0,0,0,0,0,0
FBgn0011963,tRNA:R2:84Fe,0,0,0,0,0,0
FBgn0011962,tRNA:R2:84Fd,0,0,0,0,0,0
FBgn0011961,tRNA:R2:84Fc,0,0,0,0,0,0
FBgn0011960,tRNA:R2:84Fb,0,0,0,0,0,0
FBgn0011959,tRNA:R2:84Fa,0,0,0,0,0,0
FBgn0001138,grn,328,302,289,2001,2337,4909
FBgn0262994,CR43302,0,0,0,0,5,6
FBgn0262995,CR43303,0,0,0,0,0,0
FBgn0261290,CheA84a,0,0,0,0,0,0
FBgn0037552,CG7800,255,309,251,341,267,634
FBgn0037553,CG18249,4,2,1,4,0,5
FBgn0267111,CR45551,0,0,0,1,7,8
FBgn0267110,CR45550,0,3,0,22,17,45
FBgn0267109,CR45549,5,1,3,1,2,5
FBgn0037554,DNApol-iota,559,560,505,485,635,1008
FBgn0037555,Ada2b,1045,1167,982,1037,1011,2055
FBgn0037556,CG9636,1588,1769,1526,1335,1152,2363
FBgn0042182,CG18749,0,0,0,0,0,0
FBgn0064126,CG33722,0,0,0,0,0,0
FBgn0040528,CG15864,72,71,54,54,53,149
FBgn0260386,mtg,301,418,310,191,258,507
FBgn0037560,CR18228,0,0,3,0,10,0
FBgn0010173,RpA-70,2929,3423,3013,4089,4001,7784
FBgn0014861,Mcm2,1698,2191,1805,2319,2239,4656
FBgn0037561,CG9630,465,474,441,524,461,1030
FBgn0010433,ato,1015,1110,904,10,4,21
FBgn0265377,CR44318,2,0,1,0,4,0
FBgn0037562,CG11671,1,2,1,1,1,0
FBgn0037563,CG11672,0,0,0,0,0,0
FBgn0051464,CG31464,0,0,1,0,0,0
FBgn0051463,CG31463,0,0,2,0,0,0
FBgn0037565,CG9626,6,13,12,7,15,24
FBgn0037566,mRpL1,563,574,415,555,501,1324
FBgn0265351,nac,155,116,96,152,126,288
FBgn0265101,Sgt1,1310,1255,1184,1727,1296,3326
FBgn0037569,tex,609,682,624,853,768,1777
FBgn0263550,mir-4918,0,0,0,0,0,0
FBgn0037570,CG11693,0,0,0,0,0,0
FBgn0037571,CG11694,0,0,0,0,0,0
FBgn0037572,CG11698,0,0,0,0,0,0
FBgn0037573,eIF4AIII,2089,2273,2050,2254,2171,4537
FBgn0037574,Coq2,96,87,80,98,86,177
FBgn0266742,CR45215,0,0,0,0,0,0
FBgn0062412,Ctr1B,0,0,0,0,0,0
FBgn0003129,Poxm,1,2,0,0,5,4
FBgn0037576,Or85a,0,0,0,0,0,0
FBgn0037577,CG7443,0,0,0,0,0,0
FBgn0040529,CG9603,2003,2057,1922,2581,2496,5060
FBgn0004908,Arl2,443,422,397,535,433,943
FBgn0037578,CG9601,479,531,494,528,547,1181
FBgn0037579,CG18193,0,0,0,0,0,0
FBgn0037580,DppIII,5498,5401,5051,5753,6296,12100
FBgn0037581,CG7352,246,268,249,171,208,579
FBgn0261108,Atg13,886,1012,851,879,912,1923
FBgn0020249,stck,1039,1129,930,1151,1239,2519
FBgn0037583,CG9684,1251,1440,1364,1325,1130,2937
FBgn0037584,CG7963,0,0,0,0,1,0
FBgn0266801,CG45263,247,156,149,108,130,251
FBgn0037589,Obp85a,0,0,0,0,0,0
FBgn0037590,Or85b,0,0,0,0,0,0
FBgn0037591,Or85c,0,0,0,0,0,0
FBgn0037592,CG11737,367,423,355,359,441,888
FBgn0051454,CG31454,6,8,11,12,16,13
FBgn0051259,CG31259,0,0,0,0,0,1
FBgn0040531,CG11741,0,0,0,0,0,0
FBgn0267135,CR45575,0,0,0,0,0,0
FBgn0267134,CR45574,0,0,0,0,0,0
FBgn0037594,Or85d,0,0,0,0,0,0
FBgn0051453,pch2,1558,1795,1615,1903,2028,3879
FBgn0051450,mRpS18A,411,484,369,545,426,1050
FBgn0051460,CG31460,383,394,382,391,445,817
FBgn0265318,CR44291,179,160,175,201,117,405
FBgn0266916,Cenp-C,1702,2080,1674,1529,1452,3931
FBgn0261929,5-HT2B,0,0,0,1,0,0
FBgn0026399,Or85e,0,0,0,0,0,0
FBgn0012028,tRNA:Y1:85Ae,0,0,0,0,0,0
FBgn0012027,tRNA:Y1:85Ad,0,0,0,0,0,0
FBgn0037601,Cyp313b1,2,0,3,13,5,17
FBgn0024326,Mkk4,2006,2119,1842,1899,2118,3773
FBgn0037602,CG8021,39,39,41,59,46,138
FBgn0000447,Dhod,1796,1833,1496,1886,1878,3992
FBgn0037603,CG11753,186,207,183,190,172,310
FBgn0259992,CG42489,41,30,72,24,108,26
FBgn0263231,bel,7954,7659,7330,6758,7820,15547
FBgn0086679,p,568,532,569,394,514,754
FBgn0037606,CG8032,380,412,396,334,422,781
FBgn0037607,CG8036,6611,6781,6369,7655,8215,14585
FBgn0012026,tRNA:Y1:85Ac,0,0,0,0,0,0
FBgn0012025,tRNA:Y1:85Ab,0,0,0,0,0,0
FBgn0012024,tRNA:Y1:85Aa,0,0,0,0,0,0
FBgn0037608,mRpL19,528,534,476,610,562,1046
FBgn0037609,CG9773,191,210,207,254,256,439
FBgn0037610,CG8043,119,111,118,102,87,240
FBgn0037611,CG11755,94,81,119,120,124,205
FBgn0053325,CG33325,0,0,0,0,0,0
FBgn0266242,CR44937,0,0,0,0,0,0
FBgn0265158,CG44227,0,0,0,0,0,0
FBgn0001180,hb,0,0,0,0,4,2
FBgn0037613,Cks85A,193,223,190,251,241,464
FBgn0037612,CG8112,3,21,23,15,2,30
FBgn0037614,CG8116,241,249,193,140,150,341
FBgn0037615,CG11760,10,5,4,3,0,7
FBgn0037616,CG8136,13,16,9,11,16,11
FBgn0037617,CG8145,444,498,423,513,421,1025
FBgn0037618,CG11762,8,8,4,4,6,23
FBgn0037619,CG8159,123,133,105,82,80,233
FBgn0037620,ranshi,91,136,87,81,54,235
FBgn0037621,M1BP,998,1015,1028,1126,1072,2105
FBgn0037622,CG8202,1132,1143,1042,1337,1145,2306
FBgn0037623,CG9801,884,933,826,371,359,705
FBgn0037624,CG8223,6508,6890,5876,7061,7777,15595
FBgn0083971,CG34135,0,0,0,0,0,0
FBgn0037625,CG11768,0,1,0,0,0,0
FBgn0265159,CR44228,0,0,0,0,2,1
FBgn0037626,CG8236,0,0,0,0,0,0
FBgn0037627,CG13318,0,0,0,0,0,1
FBgn0085330,CG34301,0,0,0,0,0,0
FBgn0046874,Pif1B,0,0,0,0,0,0
FBgn0261015,Pif1A,23,11,22,4,2,4
FBgn0053191,CG33191,4,9,5,1,6,16
FBgn0053189,CG33189,0,0,5,4,6,1
FBgn0037630,Ir85a,61,36,44,29,23,93
FBgn0037632,Tcp-1eta,6179,6085,5677,6784,7548,13694
FBgn0037633,CG9839,596,708,601,820,678,1465
FBgn0037634,hng2,392,467,346,392,321,825
FBgn0037635,CG9837,38,21,25,17,44,50
FBgn0037636,CG9821,23481,24063,21886,15111,16774,45817
FBgn0262604,CR43130,0,0,1,0,4,0
FBgn0040532,CG8369,4,4,2,5,3,0
FBgn0037637,CG9836,638,682,629,790,718,1474
FBgn0037638,CG8379,845,832,778,783,783,1587
FBgn0262614,pyd,10459,10900,9777,8516,9466,17657
FBgn0011966,tRNA:R:85Ca,0,0,0,0,0,0
FBgn0053551,tRNA:R:85Cb,0,0,0,0,0,0
FBgn0264790,CR44020,0,0,0,0,0,0
FBgn0003015,osk,2,2,1,0,0,0
FBgn0037643,skap,2902,2945,2546,3050,3178,5740
FBgn0037644,CG11964,1216,1266,1185,1377,1348,2797
FBgn0037645,CG11966,625,127,306,0,13,142
FBgn0037646,CAHbeta,16,13,8,19,15,29
FBgn0037647,RagA-B,481,510,454,531,539,994
FBgn0027503,CG11970,1366,1362,1187,1152,1271,2501
FBgn0260243,E(var)3-9,1209,1222,1203,1193,1175,2363
FBgn0037648,CG11975,496,586,530,561,567,1046
FBgn0051100,CG31100,16,5,10,6,15,28
FBgn0037650,CG11977,0,0,0,0,0,0
FBgn0037652,CG11980,1237,1271,1093,1577,1560,3166
FBgn0026380,Prosbeta3,2118,2225,2008,2560,2537,5227
FBgn0037653,CG11982,817,845,785,749,852,1618
FBgn0037654,CG11983,11,21,27,41,26,65
FBgn0037655,CG11984,2193,2156,1989,2033,1998,4325
FBgn0040534,CG11985,579,513,484,631,441,1128
FBgn0037656,CG11986,298,370,266,381,278,661
FBgn0264075,tgo,1670,1744,1510,1508,1775,3059
FBgn0002932,neur,1543,1798,1685,481,520,855
FBgn0063298,CR31429,1,4,3,0,2,6
FBgn0037657,hyx,1559,1677,1421,1780,1700,3252
FBgn0010222,Nmdmc,415,459,385,857,827,1781
FBgn0014018,Rel,1671,1617,1411,1162,1391,2958
FBgn0028708,Mst85C,639,692,589,742,695,1371
FBgn0037659,Kdm2,2242,2746,2505,2398,2238,4554
FBgn0037660,beag,733,665,692,695,701,1504
FBgn0037661,Ada,152,226,150,194,185,538
FBgn0003165,pum,8639,7126,7235,4127,5727,12454
FBgn0037662,CG11997,0,1,0,0,0,0
FBgn0266706,CR45196,0,0,0,0,0,2
FBgn0000412,D1,14443,14192,13083,16299,16376,36006
FBgn0260935,ird1,446,552,419,458,474,956
FBgn0037664,CG8420,594,334,427,372,415,1039
FBgn0037665,St2,1732,1461,1391,1124,1185,2272
FBgn0037666,CR16735,0,0,2,2,18,0
FBgn0037667,CG16734,395,532,432,492,623,1071
FBgn0037668,CG16736,2,0,3,3,1,3
FBgn0037669,Ibf2,551,610,591,864,741,1621
FBgn0037670,Ibf1,890,979,937,1203,1123,2183
FBgn0037671,VhaM8.9,1706,1381,1444,1615,1606,3207
FBgn0037672,sage,172,125,129,68,75,249
FBgn0010803,Aats-trp,1127,1151,960,1080,1168,2188
FBgn0261241,Vps16A,1215,1371,1084,1147,1072,2601
FBgn0037676,CG8861,0,0,0,0,0,0
FBgn0037675,HP1e,0,0,0,0,0,0
FBgn0037677,CG12951,0,0,0,0,3,0
FBgn0037678,CG16749,40,30,34,16,21,64
FBgn0037679,CG8866,363,369,349,263,382,750
FBgn0037680,CG8121,1862,2040,1871,1799,1818,3268
FBgn0262993,CR43301,25,28,16,14,13,54
FBgn0266410,CG45050,11856,12148,11272,8323,9547,24234
FBgn0086053,snoRNA:Me18S-G1358a,5,0,1,0,0,2
FBgn0086054,snoRNA:Me18S-G1358b,0,7,4,0,3,15
FBgn0263750,CG43675,36,25,24,15,10,71
FBgn0037683,CG18473,19,12,19,19,27,41
FBgn0037684,CG8129,6,8,2,4,18,14
FBgn0000723,FER,3735,3566,3223,2882,3266,7156
FBgn0037685,Or85f,0,2,0,0,0,0
FBgn0083953,CG34117,122,103,107,131,148,295
FBgn0037686,RpL34b,13744,13157,11811,14990,14794,29368
FBgn0037687,CG8132,322,341,316,433,315,709
FBgn0037688,CG9356,483,447,341,438,423,925
FBgn0037689,CG8135,0,0,0,0,0,0
FBgn0260237,CG42511,0,0,0,0,0,0
FBgn0265201,CG44261,0,0,0,0,0,0
FBgn0003889,betaTub85D,0,0,0,0,0,0
FBgn0037690,Task7,0,0,1,0,0,0
FBgn0011740,alpha-Man-II,2249,2541,2389,2597,2473,5119
FBgn0261552,ps,1826,1810,1882,1763,1927,4718
FBgn0037696,GstZ1,325,307,251,246,220,511
FBgn0037697,GstZ2,1329,1369,1243,44,56,99
FBgn0037698,CG16779,0,0,3,0,0,0
FBgn0266730,CR45203,0,0,0,0,0,0
FBgn0043791,CG8147,1,0,0,0,0,0
FBgn0014380,RhoL,390,402,404,321,329,1017
FBgn0037700,CG8149,1949,2057,1777,2003,2043,3987
FBgn0267790,rump,8185,8130,7601,8075,8865,16986
FBgn0003205,Ras85D,4064,4089,3811,4329,4214,8501
FBgn0014022,Rlb1,563,632,512,620,503,1374
FBgn0014023,mRpL47,770,661,608,790,740,1769
FBgn0037703,JHDM2,695,746,656,590,641,1306
FBgn0037702,CG8176,2485,2487,2206,1792,1879,3880
FBgn0262180,mir-2283,5,1,3,0,0,7
FBgn0000244,by,739,791,686,642,673,1280
FBgn0037705,mura,2515,2567,2366,1618,1915,4197
FBgn0260722,CR42549,1264,1391,1311,1320,1371,3211
FBgn0037707,RnpS1,1307,1297,1274,1539,1613,2982
FBgn0037708,CG9386,305,380,320,314,301,797
FBgn0037709,CG8199,359,310,314,402,390,852
FBgn0024833,AP-1mu,1621,1907,1693,1944,1951,3718
FBgn0027950,MBD-like,668,648,610,585,577,1240
FBgn0037710,CG9393,388,356,321,449,380,783
FBgn0261049,Vps45,291,319,310,278,212,510
FBgn0037712,CG16789,114,82,68,24,36,51
FBgn0037713,CG16790,216,180,197,227,248,399
FBgn0037714,CG9396,0,0,2,2,0,1
FBgn0037715,CG9399,94,69,90,108,81,203
FBgn0027338,Kap-alpha3,6123,6426,5702,6003,6476,13260
FBgn0037716,CG8273,648,651,587,637,645,1173
FBgn0037717,CG8301,13,6,6,3,4,14
FBgn0053654,CG33654,0,0,0,0,0,0
FBgn0037718,P58IPK,1919,1717,1652,1676,1656,3660
FBgn0037719,bocksbeutel,518,566,526,475,586,1010
FBgn0037720,CG8312,794,726,726,598,625,1251
FBgn0037721,CG9427,704,793,669,1418,1474,2868
FBgn0037722,CG8319,310,372,296,254,217,700
FBgn0005585,Crc,24653,23317,19966,21290,22276,47282
FBgn0037723,SpdS,853,927,764,1094,1107,1952
FBgn0266413,CR45053,9,1,6,5,15,6
FBgn0003334,Scm,1554,1861,1607,1756,1756,3161
FBgn0012344,Dh44,0,2,0,1,0,0
FBgn0037724,Fst,0,0,0,0,0,5
FBgn0037726,CG9492,2,2,0,1,1,1
FBgn0263389,CG43441,0,0,0,0,0,0
FBgn0037727,CG8358,1,0,2,0,1,0
FBgn0037728,CG16817,10164,10827,9998,11945,10756,22021
FBgn0028997,nmdyn-D7,396,419,375,550,460,1120
FBgn0037730,CG9444,43,20,28,17,39,51
FBgn0069242,eca,877,836,799,756,834,1729
FBgn0037731,CG18542,0,0,0,0,0,0
FBgn0260463,Unc-115b,0,0,0,0,0,0
FBgn0053105,p24-2,0,0,0,0,0,0
FBgn0052939,CG32939,0,0,0,0,0,0
FBgn0051352,Unc-115a,639,699,689,504,599,1074
FBgn0037734,trbd,644,573,586,534,722,1032
FBgn0016792,dmt,967,1304,1056,1232,1158,2361
FBgn0263477,scaRNA:PsiU1-6,0,2,1,2,0,4
FBgn0002431,hyd,5902,5883,5474,4845,5093,11269
FBgn0262477,FoxP,27,21,25,0,0,0
FBgn0003886,alphaTub85E,161,170,156,16,12,16
FBgn0037736,CG12950,219,212,206,10,9,13
FBgn0037737,Pnn,1360,1633,1300,1291,1039,2745
FBgn0085438,CG34409,12,22,25,21,24,12
FBgn0051415,CG31415,1,1,2,0,1,6
FBgn0037739,CG12948,1842,1867,1565,2126,1944,3873
FBgn0005777,PpD3,1833,1896,1742,1589,1573,3210
FBgn0037741,CG16908,437,445,460,536,601,1055
FBgn0037742,Rpt3R,148,124,158,104,82,220
FBgn0037743,CG8412,301,311,265,289,263,643
FBgn0037744,CG8417,460,469,392,543,572,1113
FBgn0266720,Snap24,937,944,800,729,794,1551
FBgn0037746,CG8478,1046,1222,1110,1476,1419,2866
FBgn0024330,MED6,576,660,575,633,658,1418
FBgn0037747,CG8481,617,642,548,631,628,1186
FBgn0037749,CG9471,515,496,468,657,616,1254
FBgn0037750,Whamy,1,0,0,0,0,0
FBgn0037751,topi,3,5,5,0,0,5
FBgn0261599,RpS29,24221,26601,22783,28543,25944,53401
FBgn0086663,snoRNA:Psi18S-1275,30,6,6,5,2,19
FBgn0051514,CR31514,5,0,0,0,1,4
FBgn0037753,CG12947,100,106,117,120,264,182
FBgn0002868,MtnA,76,80,156,39,24,74
FBgn0037754,CG8500,215,193,171,60,74,158
FBgn0037755,CG12945,696,741,731,700,746,1644
FBgn0037756,CG8507,1527,1506,1281,1433,1277,3036
FBgn0037757,CG8516,1558,1684,1326,1358,1478,2918
FBgn0037758,CG9467,1393,1498,1246,1026,1040,1999
FBgn0037759,CG8526,1,3,2,2,0,3
FBgn0037760,FBXO11,2903,3095,2643,2530,3048,5468
FBgn0264827,CR44035,0,0,0,0,0,0
FBgn0037761,CG8534,0,0,0,0,0,0
FBgn0037762,eloF,0,0,0,0,0,0
FBgn0037763,CG16904,0,0,0,0,0,0
FBgn0037764,CG9459,0,0,1,0,0,0
FBgn0037765,CG9458,0,0,0,0,0,0
FBgn0262104,CG42857,0,2,0,0,0,0
FBgn0267440,CR45790,0,0,0,0,0,0
FBgn0085331,CG34302,0,0,0,0,0,0
FBgn0262105,CR42858,0,0,0,0,0,0
FBgn0037766,Teh1,46,46,37,1,0,2
FBgn0267336,Glut4EF,830,764,761,281,373,864
FBgn0266389,CR45029,0,0,0,0,0,0
FBgn0037770,Art4,2222,2461,2349,2573,2732,5525
FBgn0045473,Gr85a,0,0,0,0,1,0
FBgn0037772,Spn85F,0,1,0,1,1,1
FBgn0037773,CG5359,235,198,200,265,269,543
FBgn0053208,Mical,4005,3662,3453,2346,2535,5784
FBgn0051407,CG31407,0,0,0,1,0,3
FBgn0027524,CG3909,667,793,780,947,840,1788
FBgn0037777,CG11722,96,103,82,106,96,264
FBgn0037778,mtTFB2,324,338,293,290,309,677
FBgn0037779,CG12811,322,366,330,297,371,864
FBgn0037780,CG3925,764,768,657,664,658,1483
FBgn0037781,Fancl,85,112,68,108,95,217
FBgn0265081,CR44192,0,0,0,0,0,0
FBgn0051410,Npc2e,0,0,0,0,0,0
FBgn0037782,Npc2d,0,0,0,0,0,0
FBgn0037783,Npc2c,0,0,0,0,0,0
FBgn0266732,CR45205,0,0,0,0,0,0
FBgn0053629,CR33629,0,0,0,0,0,0
FBgn0053630,CG33630,0,0,0,0,0,0
FBgn0053631,CG33631,0,0,0,0,0,0
FBgn0053783,CG33783,0,0,0,0,0,0
FBgn0053784,CG33784,0,0,0,0,0,0
FBgn0041105,nerfin-2,0,0,0,0,0,0
FBgn0037786,CG5361,0,0,0,0,0,0
FBgn0266414,CR45054,5,5,9,4,0,9
FBgn0262378,mir-317,0,0,0,0,1,0
FBgn0263413,CR43459,8,14,10,9,3,9
FBgn0262419,mir-277,0,0,0,0,0,0
FBgn0262459,mir-34,0,0,0,0,0,0
FBgn0028734,Fmr1,6875,6656,6525,6420,7198,13876
FBgn0037788,CG3940,118,87,90,4,6,24
FBgn0266721,gammaSnap2,16,10,4,4,11,0
FBgn0051477,CG31477,98,74,73,118,85,222
FBgn0001321,knk,2644,2516,2317,2058,2259,4982
FBgn0267705,CR46038,2,33,25,19,18,55
FBgn0004889,tws,5591,6115,5579,5114,5809,12296
FBgn0037792,TAF1B,889,994,819,811,874,1920
FBgn0261817,CG42759,0,4,1,0,2,0
FBgn0086359,Invadolysin,817,875,819,796,758,1767
FBgn0085332,CG34303,0,0,0,0,0,0
FBgn0037794,CG6254,766,849,682,714,614,1500
FBgn0040238,Best1,561,477,540,466,496,883
FBgn0037796,CG12814,2544,2461,2421,1285,1300,2927
FBgn0004575,Syn,203,180,163,0,0,0
FBgn0025879,Timp,137,154,127,106,85,212
FBgn0037797,CG12420,6,1,2,0,0,0
FBgn0037798,CG12817,30,23,14,0,0,0
FBgn0083943,CG34107,0,0,0,0,0,0
FBgn0261928,CG42795,102,46,50,0,1,0
FBgn0037801,CG3999,2,1,0,1,0,1
FBgn0037802,Sirt6,273,316,261,256,226,499
FBgn0040078,pont,2217,2352,2035,2661,2442,5165
FBgn0262617,CG43143,955,949,904,717,848,1660
FBgn0011970,tRNA:S2b:86A,0,0,0,0,0,0
FBgn0037807,CG6293,26,26,21,2,2,1
FBgn0266717,Bruce,4181,3809,3616,3037,3003,7099
FBgn0037809,CG12818,184,172,162,199,124,445
FBgn0037810,sle,4642,5092,4601,4451,4506,10754
FBgn0037811,CG12592,1,3,4,1,2,2
FBgn0037812,CG18545,1,3,1,6,3,3
FBgn0051406,CG31406,0,0,0,0,0,4
FBgn0015396,jumu,3786,4799,4225,3166,2765,5895
FBgn0020379,Rfx,305,367,338,251,300,541
FBgn0266243,CR44938,5,0,0,2,0,0
FBgn0259938,cwo,1232,1182,1127,992,1378,2320
FBgn0045443,mthl11,1,1,0,5,5,5
FBgn0037814,CG6325,599,610,644,635,672,1442
FBgn0262223,mir-994,0,0,0,0,0,0
FBgn0262420,mir-318,0,0,0,0,0,0
FBgn0024957,Irp-1B,2438,2294,2037,2045,2261,4426
FBgn0037815,Rrp46,229,262,234,307,309,785
FBgn0037816,CG6345,283,233,234,302,167,582
FBgn0037817,Cyp12e1,10,14,21,3,3,3
FBgn0266244,CR44939,0,1,0,0,1,4
FBgn0266260,CR44955,12,17,5,23,21,27
FBgn0267136,CR45576,0,1,0,0,0,0
FBgn0001235,hth,38012,35122,35048,20337,23797,60996
FBgn0263547,mir-4944,35,34,29,10,10,23
FBgn0264788,CR44018,2,1,2,3,0,2
FBgn0037818,CG6465,0,0,0,2,0,0
FBgn0037819,CG14688,4,3,5,3,4,34
FBgn0265161,CR44230,0,0,0,0,0,0
FBgn0262717,Skeletor,1885,1664,1648,988,979,2099
FBgn0020385,pug,823,782,777,860,932,1755
FBgn0037822,CG14683,1512,1640,1398,2212,1924,4127
FBgn0051391,CG31391,12,19,7,8,19,25
FBgn0051467,CG31467,96,101,86,105,117,202
FBgn0037824,CG14684,0,7,0,0,0,0
FBgn0051278,CG31278,159,198,178,158,166,368
FBgn0051373,CG31373,7,18,9,29,19,51
FBgn0037826,CG14689,0,1,0,0,0,0
FBgn0037827,CG4073,0,0,0,0,0,0
FBgn0037828,tomboy20,0,0,0,0,0,0
FBgn0004841,TkR86C,88,128,142,83,69,117
FBgn0037829,CG14691,0,0,0,0,0,0
FBgn0051272,CG31272,0,0,0,0,2,1
FBgn0266371,CR45015,0,0,0,0,0,0
FBgn0051390,MED7,490,478,496,630,568,1227
FBgn0266372,CR45016,0,0,0,2,0,2
FBgn0037831,Cap-H2,1430,1498,1392,1242,1183,2593
FBgn0010421,TfIIFbeta,709,739,696,773,730,1576
FBgn0266446,CG45076,67,40,12,22,36,106
FBgn0266451,fau,0,0,0,0,0,0
FBgn0266448,CG45078,3,6,4,1,0,17
FBgn0037832,Desi,1,0,0,0,0,0
FBgn0261356,CG42633,6,7,6,0,14,0
FBgn0261380,mRpL37,714,720,695,852,723,1523
FBgn0260944,Rbp1,1709,1704,1694,2104,1995,4245
FBgn0037834,Art1,2717,3136,2688,3547,3883,6633
FBgn0017577,Mcm5,1261,1551,1399,2040,2003,4093
FBgn0037835,CG14687,16,5,7,3,12,216
FBgn0037836,CG14692,18,10,5,0,2,5
FBgn0037837,CG14693,0,0,0,1,0,0
FBgn0037838,CG4089,342,277,276,261,274,532
FBgn0261053,Cad86C,2768,2852,2639,2307,2759,5401
FBgn0259740,CG42394,2006,2300,1989,2002,2023,3728
FBgn0037841,CG4565,26,42,22,49,48,78
FBgn0037842,CG6567,357,390,271,395,387,912
FBgn0037843,CG4511,2652,2478,2181,2523,2410,4734
FBgn0037844,CG4570,8,12,12,0,1,3
FBgn0037845,CG14694,0,1,0,0,0,0
FBgn0037846,CG6574,89,101,98,117,110,198
FBgn0267376,SelR,383,314,369,282,274,670
FBgn0037848,Tsp86D,524,646,504,543,527,973
FBgn0011768,Fdh,2182,2167,1851,2728,2492,4789
FBgn0037849,CG4596,144,204,130,0,0,2
FBgn0022359,Sodh-2,10,3,12,11,6,27
FBgn0266705,CR45195,1,0,0,0,0,5
FBgn0037850,CG14695,0,6,2,0,2,1
FBgn0037852,Tpc1,348,323,306,388,362,640
FBgn0037853,CG14696,300,332,288,307,293,498
FBgn0037856,Leash,929,1069,895,852,1082,1666
FBgn0042094,Adk3,546,643,609,575,543,1084
